"code";"deb_sem";"abon";"abv";"abz";"ahh";"ajb";"ambl";"ants";"atb";"bel";"bela";"bhk";"boe";"bos";"cda";"die";"diri";"do";"dri";"ejd";"far";"fito";"fns";"iho";"mae";"mand";"mdv";"mhj";"mia";"miad";"mjr";"mnj";"mnld";"mora";"mrb";"mrg";"mrt";"mtn";"nsb";"samp";"sbv";"sm";"stm";"tanb";"tdd";"tgr";"tlr";"toa";"tomp";"tsar";"tsim";"tsl";"velo";"vink";"vola"
"2008_27";"2008-06-30";0;30;1;23;2;1;12;0;68;0;0;18;3;0;5;1;2;6;5;34;5;4;6;75;0;16;1;12;1;0;61;0;1;28;7;1;4;6;3;24;0;1;5;8;0;6;49;3;1;11;0;0;0;0
"2008_26";"2008-06-23";1;25;3;26;0;2;9;5;62;4;3;21;0;2;3;1;2;7;8;50;4;2;10;75;1;8;5;47;0;3;10;5;0;25;3;25;15;21;1;11;0;2;0;3;7;10;24;3;0;6;0;1;0;0
"2008_25";"2008-06-16";0;6;0;10;2;1;3;5;79;1;2;15;2;1;2;1;2;6;1;10;0;2;3;75;0;10;8;27;1;1;10;5;0;35;5;2;46;14;3;1;0;4;3;19;8;11;70;1;0;7;2;1;0;1
"2008_24";"2008-06-09";1;32;2;19;1;0;1;0;80;0;2;36;3;0;2;0;1;3;8;41;1;2;1;70;0;4;2;19;1;1;17;2;1;48;2;26;5;17;0;0;1;1;0;25;2;11;11;4;1;7;0;0;2;1
"2008_23";"2008-06-02";0;16;0;27;1;2;8;3;0;4;1;24;4;0;2;1;1;1;6;31;0;4;3;0;0;18;1;52;6;0;40;5;0;30;7;18;5;22;3;23;2;8;5;14;7;5;26;0;1;4;2;1;1;0
"2008_22";"2008-05-26";0;12;0;24;1;2;0;4;21;4;3;19;2;0;0;1;1;6;8;69;5;4;7;61;0;6;0;55;9;0;26;1;0;0;8;18;13;1;2;6;1;7;1;25;1;6;57;3;0;4;0;2;1;1
"2008_21";"2008-05-19";0;8;1;30;0;1;6;4;78;2;5;1;1;1;3;1;2;16;4;89;1;5;10;37;0;14;3;25;6;1;44;2;1;44;10;2;4;13;1;20;0;9;0;1;5;10;3;4;0;23;2;2;0;0
"2008_20";"2008-05-12";1;14;3;6;1;2;2;4;54;2;2;23;3;1;2;0;2;16;2;96;6;1;2;43;1;5;3;36;9;2;81;5;0;44;7;6;43;15;3;16;1;8;2;8;3;11;27;0;0;4;0;0;1;1
"2008_19";"2008-05-05";0;30;0;17;0;0;6;1;81;4;1;5;3;2;1;0;2;8;5;93;5;4;9;50;0;10;8;2;2;3;43;3;2;6;1;7;4;2;2;7;2;9;0;19;8;7;70;1;0;22;1;0;0;1
"2008_18";"2008-04-28";1;12;3;2;0;2;3;6;9;1;5;12;3;2;5;0;0;7;5;5;1;4;6;20;1;25;1;27;3;0;48;1;2;14;2;0;29;22;1;16;2;4;5;13;7;13;57;0;1;16;0;0;0;0
"2008_17";"2008-04-21";1;30;3;28;2;0;5;1;17;2;5;17;3;2;3;0;2;10;6;83;4;1;7;66;1;29;7;36;3;2;78;3;2;27;11;19;22;2;0;19;0;6;0;7;0;8;58;4;0;5;2;1;0;0
"2008_16";"2008-04-14";1;32;2;25;1;2;9;5;10;4;2;6;1;0;2;1;1;5;9;9;0;3;5;84;1;12;5;25;0;2;101;5;0;40;7;27;16;5;0;12;1;7;4;1;7;1;51;2;0;6;1;1;0;1
"2008_15";"2008-04-07";1;18;1;12;2;0;5;8;4;1;5;29;1;2;3;0;1;7;1;27;0;2;10;19;1;4;6;25;9;2;20;0;0;52;7;19;39;4;3;12;0;6;1;8;5;3;16;0;0;16;2;0;0;1
"2008_14";"2008-03-31";1;7;0;6;0;2;10;1;72;1;2;2;2;0;4;0;1;16;4;88;4;1;8;75;1;1;2;0;9;2;48;4;2;28;13;28;30;14;2;20;2;0;3;4;3;6;54;0;0;5;1;0;1;0
"2008_13";"2008-03-24";0;27;2;5;1;0;12;2;94;4;3;29;1;1;1;0;0;12;2;77;2;4;5;40;1;21;8;49;4;3;2;3;0;12;0;20;2;20;0;20;0;0;5;16;2;12;43;2;1;25;0;2;0;0
"2008_12";"2008-03-17";1;21;0;4;2;1;0;5;10;0;4;7;3;1;4;1;1;13;8;16;2;4;1;83;0;11;6;16;0;1;66;0;1;35;12;15;9;2;3;21;1;1;0;32;6;9;65;1;0;2;2;1;0;1
"2008_11";"2008-03-10";1;31;2;22;1;1;3;6;102;0;2;4;1;0;5;1;1;7;2;71;4;0;4;6;1;6;8;22;1;2;39;0;1;55;1;5;47;2;0;17;0;1;4;6;6;7;31;2;1;11;2;1;2;0
"2008_10";"2008-03-03";0;3;3;8;1;1;2;2;54;2;1;8;3;0;3;0;1;10;0;72;4;1;8;77;0;3;8;21;5;2;10;2;2;52;3;0;49;11;3;7;2;0;2;5;4;7;20;0;0;20;2;1;1;1
"2008_09";"2008-02-25";0;31;2;31;2;1;1;6;59;0;3;33;0;1;5;1;1;4;2;47;2;0;3;10;1;11;7;36;3;1;112;0;0;38;9;13;6;3;2;11;0;8;1;0;1;7;49;0;1;1;2;2;0;1
"2008_08";"2008-02-18";1;13;1;16;1;2;2;2;34;3;2;7;0;0;4;0;0;11;2;6;6;1;9;67;1;0;3;8;7;2;1;1;2;56;13;22;33;16;2;15;2;1;3;2;7;5;71;3;0;17;0;2;2;0
"2008_07";"2008-02-11";1;20;2;6;1;1;3;7;5;3;1;28;3;2;2;1;2;3;7;105;3;4;1;30;1;18;0;53;1;1;47;1;0;11;12;15;18;22;1;19;1;5;5;30;4;4;17;0;0;8;1;2;1;1
"2008_06";"2008-02-04";0;14;2;14;1;1;11;4;83;1;5;37;2;0;0;1;1;0;5;77;2;0;9;48;1;16;4;26;6;1;84;0;2;19;13;3;21;9;1;0;1;6;2;1;4;7;68;4;1;1;1;0;2;0
"2008_05";"2008-01-28";0;28;0;32;0;1;7;0;31;3;2;25;0;2;4;0;0;7;6;49;2;5;10;35;0;29;1;35;0;2;7;1;0;23;4;25;31;16;0;9;2;8;4;7;1;3;23;4;1;8;2;2;1;1
"2008_04";"2008-01-21";0;0;3;7;2;2;12;3;82;0;1;36;4;2;1;1;2;7;4;99;3;1;6;57;1;7;8;42;8;1;61;0;2;19;1;4;49;17;2;7;1;3;0;23;4;3;8;2;0;8;0;1;2;0
"2008_03";"2008-01-14";0;16;3;24;1;2;4;1;79;2;1;2;2;2;4;1;2;2;6;105;6;3;0;15;0;18;6;58;9;2;57;5;2;42;1;29;45;14;2;17;1;6;3;11;4;14;23;2;1;17;2;2;0;0
"2008_02";"2008-01-07";1;31;1;12;1;0;2;7;31;3;1;2;3;2;4;1;0;14;3;74;2;2;4;43;1;10;6;38;8;3;51;3;2;54;11;11;24;5;2;15;0;0;3;28;4;10;31;0;0;8;1;2;0;1
"2008_01";"2007-12-31";0;4;2;22;2;2;0;1;109;3;4;11;1;1;3;0;0;3;0;85;0;5;4;74;0;15;8;54;9;1;84;5;1;29;0;23;28;13;0;20;2;1;0;24;7;12;60;2;0;13;2;1;1;0
"2007_52";"2007-12-24";1;15;1;23;0;0;7;4;20;2;0;34;4;0;3;0;2;5;3;70;1;1;8;47;0;24;3;27;5;1;111;1;1;50;8;26;2;10;3;9;0;1;0;8;2;6;52;3;1;8;2;1;2;1
"2007_51";"2007-12-17";1;7;1;9;0;2;7;6;80;4;5;12;3;0;0;1;1;3;2;100;3;5;7;15;1;29;1;23;0;1;65;4;1;16;9;20;37;17;2;12;1;2;0;14;5;4;49;0;1;16;2;2;1;0
"2007_50";"2007-12-10";1;16;2;0;2;1;11;1;29;0;3;22;4;2;1;1;2;15;7;58;6;4;8;20;0;3;6;47;7;0;47;1;0;58;4;0;23;2;1;4;1;6;3;18;0;10;41;4;0;19;0;1;0;1
"2007_49";"2007-12-03";1;22;0;18;0;0;11;8;98;0;1;16;3;1;1;1;1;15;3;47;6;3;9;32;1;16;3;1;4;1;103;4;0;6;11;23;32;19;1;23;1;8;4;31;7;5;70;0;0;3;1;1;2;0
"2007_48";"2007-11-26";0;14;0;24;0;1;9;7;41;4;1;25;2;2;3;1;1;13;0;37;3;2;10;13;1;19;4;11;0;2;57;5;0;46;8;14;20;21;3;21;1;0;3;1;4;8;28;3;1;13;2;1;0;1
"2007_47";"2007-11-19";1;5;0;19;1;2;7;8;80;0;0;25;2;0;5;0;1;6;7;76;5;5;1;81;0;9;7;34;1;3;75;3;1;59;4;4;25;2;1;12;2;5;2;18;8;10;61;0;1;17;0;1;1;0
"2007_46";"2007-11-12";0;14;0;14;2;2;9;6;94;3;5;30;1;1;0;1;0;13;8;101;2;2;0;69;0;1;7;31;2;2;117;1;2;46;4;23;25;2;2;15;1;1;0;7;7;8;42;4;0;4;0;1;2;0
"2007_45";"2007-11-05";1;3;0;12;2;1;3;1;65;0;3;3;2;1;5;0;1;13;2;30;4;2;4;52;0;3;3;13;8;2;8;1;2;38;2;9;11;10;1;17;2;8;0;3;5;3;49;1;0;8;1;2;1;0
"2007_44";"2007-10-29";0;7;2;5;1;2;7;1;28;3;3;17;4;0;3;1;0;16;7;79;1;2;6;81;0;19;3;42;2;1;31;5;0;51;11;9;3;14;3;22;1;6;2;2;3;11;20;3;0;2;2;2;2;1
"2007_43";"2007-10-22";0;2;2;22;1;1;6;2;4;3;3;21;2;0;4;0;2;3;4;99;6;2;10;77;0;3;4;54;5;0;95;0;2;1;10;3;42;10;1;6;2;5;0;18;0;10;72;3;1;8;0;2;0;0
"2007_42";"2007-10-15";0;18;1;3;1;2;7;4;86;3;2;9;3;0;4;1;0;16;8;53;2;5;0;68;1;12;8;42;0;3;61;1;0;42;5;22;6;4;2;12;2;6;0;15;5;4;59;0;1;20;2;0;2;0
"2007_41";"2007-10-08";1;12;0;16;2;1;4;7;40;1;0;19;3;0;3;0;0;14;9;58;4;2;3;38;0;3;4;0;9;1;11;3;1;48;12;1;27;11;2;6;0;0;5;28;2;12;56;2;0;7;1;2;2;1
"2007_40";"2007-10-01";0;14;2;14;2;2;1;4;33;1;0;32;2;1;2;1;2;14;9;69;6;4;3;53;0;29;4;10;7;3;22;2;1;11;10;10;15;15;2;21;0;3;1;4;8;5;32;4;0;14;1;2;2;0
"2007_39";"2007-09-24";0;28;3;25;0;2;1;0;83;2;3;29;1;0;0;1;0;15;4;59;5;1;1;68;0;16;2;18;3;3;93;0;2;38;9;7;43;7;3;12;1;3;2;21;5;2;18;2;0;0;2;2;2;1
"2007_38";"2007-09-17";1;29;1;11;1;1;7;0;9;3;2;21;2;1;1;1;1;4;0;60;1;2;3;48;0;20;8;22;0;2;89;0;1;51;3;1;36;20;1;14;0;3;5;7;0;13;5;1;0;2;2;2;0;1
"2007_37";"2007-09-10";0;11;3;29;0;0;5;8;87;4;2;23;2;2;1;0;0;12;2;71;5;2;10;36;0;8;1;1;9;0;8;1;2;55;0;23;49;10;2;2;1;0;1;9;8;0;67;2;1;17;0;0;1;1
"2007_36";"2007-09-03";1;24;3;11;1;2;0;5;107;1;2;7;0;0;4;0;0;5;1;32;5;1;9;23;1;27;0;36;5;2;104;5;1;28;13;7;45;7;3;18;1;8;1;1;6;6;39;0;0;2;0;0;2;0
"2007_35";"2007-08-27";1;26;0;1;0;0;5;6;72;1;0;27;2;0;3;0;0;12;7;22;1;3;5;28;0;4;8;46;0;0;94;3;0;28;3;22;13;2;1;19;2;3;3;13;7;2;9;4;0;19;1;2;1;0
"2007_34";"2007-08-20";0;24;1;20;0;0;5;3;88;4;2;30;1;1;2;1;1;10;4;74;0;4;9;49;1;0;7;10;2;3;57;5;1;0;8;4;30;2;2;9;1;9;2;23;1;6;6;4;0;24;1;0;0;1
"2007_33";"2007-08-13";1;10;2;32;1;1;9;8;15;0;3;36;2;2;3;1;2;4;0;71;4;3;6;73;1;19;4;38;2;1;20;5;2;17;4;24;45;11;0;21;0;5;2;29;2;7;26;4;0;2;2;0;0;0
"2007_32";"2007-08-06";1;11;0;24;1;0;12;3;75;0;3;7;1;2;5;1;0;10;6;57;6;0;10;47;1;16;5;46;1;3;118;1;2;48;11;6;16;0;1;10;2;8;1;3;5;1;51;4;0;6;2;2;0;1
"2007_31";"2007-07-30";0;15;1;15;2;1;3;7;97;2;1;19;2;0;4;0;1;10;9;69;5;3;1;77;0;27;0;14;5;1;95;0;2;10;2;9;34;17;2;13;2;7;1;24;6;8;63;4;0;18;2;0;2;1
"2007_30";"2007-07-23";1;15;1;15;1;0;4;4;94;2;0;32;4;0;2;0;2;3;3;10;2;2;1;19;0;18;7;24;6;1;65;1;0;15;10;28;26;14;0;15;2;6;3;27;8;14;67;0;0;10;0;1;1;0
"2007_29";"2007-07-16";0;8;3;10;2;1;1;5;90;2;2;10;0;0;0;1;1;3;1;66;3;5;4;35;0;28;1;21;7;1;90;0;0;9;7;23;14;0;0;6;1;6;1;29;4;9;55;3;1;6;0;0;0;0
"2007_28";"2007-07-09";1;10;2;19;0;2;7;3;19;1;2;6;0;2;0;0;1;14;8;106;5;1;7;76;0;2;1;56;3;1;107;0;0;59;5;10;5;4;2;10;1;7;5;23;0;0;38;3;1;3;1;1;2;0
"2007_27";"2007-07-02";0;24;3;3;2;1;9;6;25;1;5;15;2;2;5;1;2;11;3;12;0;1;9;9;1;7;5;34;0;0;5;5;0;33;3;20;33;23;1;13;0;4;4;18;1;5;73;4;0;6;2;0;2;1
"2007_26";"2007-06-25";1;16;0;12;1;2;7;7;65;3;5;5;1;0;0;1;1;8;9;83;4;4;8;27;0;7;1;50;7;1;3;3;0;7;3;27;39;22;0;17;1;4;5;13;0;10;12;0;0;17;1;1;2;1
"2007_25";"2007-06-18";1;32;2;21;1;2;1;0;50;2;5;3;2;2;4;0;1;8;1;77;4;1;0;52;0;10;7;7;9;1;107;4;2;24;8;17;18;0;0;3;2;5;5;5;8;14;76;3;1;5;2;1;1;0
"2007_24";"2007-06-11";1;5;2;21;2;0;11;6;90;4;5;11;4;1;2;1;1;10;9;27;4;1;7;25;0;28;2;7;6;0;85;3;1;18;5;3;19;6;3;10;0;2;2;1;6;3;49;2;1;15;0;1;2;1
"2007_23";"2007-06-04";1;3;0;9;2;1;10;3;95;0;3;1;3;1;3;0;0;14;9;92;5;1;4;47;1;1;8;30;6;2;37;4;1;29;1;0;21;11;2;11;2;3;5;9;0;12;65;1;0;18;1;2;2;1
"2007_22";"2007-05-28";1;23;1;4;0;2;5;8;94;0;3;26;4;1;1;1;1;1;1;85;6;2;2;37;1;1;8;40;4;2;12;1;0;1;0;28;0;7;2;3;2;0;3;23;8;11;67;2;1;9;2;0;2;0
"2007_21";"2007-05-21";0;6;2;2;0;2;9;8;4;2;3;6;3;2;0;1;1;6;3;52;5;5;9;8;1;6;1;58;3;3;98;1;0;53;10;20;0;8;1;20;2;3;0;7;8;14;40;2;1;1;2;2;2;1
"2007_20";"2007-05-14";0;29;3;30;1;1;4;2;58;4;4;15;2;1;3;1;1;3;1;48;1;3;2;8;0;7;3;51;8;1;3;3;0;57;4;11;32;2;0;21;0;0;4;18;7;3;7;2;1;14;0;0;1;1
"2007_19";"2007-05-07";0;23;3;27;0;0;4;2;9;2;1;4;4;1;5;0;1;14;7;95;5;5;5;83;1;25;6;17;6;2;78;4;1;44;0;26;36;20;3;23;1;4;5;16;8;7;14;0;0;0;0;1;2;1
"2007_18";"2007-04-30";0;27;0;22;0;1;4;4;9;1;4;32;0;0;2;1;2;4;0;5;4;4;3;53;0;6;8;38;4;0;87;3;0;3;12;2;19;22;1;0;2;5;3;25;2;10;6;2;0;12;0;1;2;1
"2007_17";"2007-04-23";1;0;0;9;0;2;6;3;104;2;5;25;4;0;5;0;0;10;3;103;2;0;0;65;0;17;3;5;5;1;16;0;2;44;12;11;19;2;0;13;0;8;1;17;6;0;41;2;0;11;1;1;1;0
"2007_16";"2007-04-16";0;22;0;17;0;2;5;3;20;4;3;35;3;2;3;1;2;4;7;107;6;3;10;59;1;16;6;33;8;2;108;5;2;16;8;2;11;7;0;20;0;9;5;15;0;11;12;1;1;3;1;2;1;0
"2007_15";"2007-04-09";0;21;1;8;1;1;9;0;3;3;3;7;0;1;0;1;2;15;7;12;3;5;2;7;0;18;7;46;7;0;27;3;1;41;11;18;6;0;2;10;1;6;4;12;7;1;63;2;1;21;2;0;1;1
